id,organization_type,staff,population,reporting_year,total_scope_1,total_scope_2,total_scope_3
958,1,2300.0,,2014.0,4817.0,291.0,8356.0
959,1,672.0,,2014.0,855.0,1959.0,0.0
960,1,681.0,,2014.0,1148.0,441.0,0.0
961,1,878.0,,2014.0,20569.0,13795.0,0.0
964,1,8300.0,,2014.0,2146.0,0.0,0.0
965,1,10399.0,,2014.0,85592.0,145784.0,1766887.0
979,1,10000.0,,2015.0,7280.0,6966.0,0.0
988,1,860.0,,2015.0,12269.0,413.0,12346.0
996,2,5656.0,,2015.0,10270.0,1792.0,0.0
998,1,830.0,,2015.0,2386.0,464.0,0.0
999,1,799.0,,2012.0,13377.0,344.0,0.0
1001,1,829.0,,2014.0,12461.0,1983.0,0.0
1002,1,4122.0,,2015.0,17430.0,3925.0,7969271.0
1004,1,1471.0,,2014.0,0.0,497.0,0.0
1006,1,1362.0,,2015.0,28042.0,7313.0,743440.0
1011,3,1300.0,215000.0,2014.0,8338.0,1800.0,17851.0
1016,1,9275.0,,2014.0,144502.0,13292.0,0.0
1025,2,944.0,,2014.0,2977.0,135.0,0.0
1031,1,566.0,,2014.0,71256.0,14057.0,0.0
1036,2,1023.0,,2013.0,1886.0,281.0,637.0
1038,2,1080.0,,2014.0,1244.0,247.0,0.0
1039,1,6400.0,,2015.0,21383.0,6056.0,0.0
1041,2,272.0,,2014.0,45468.0,321.0,0.0
1042,1,2813.0,,2014.0,5097.0,6114.0,25024.0
1043,1,1000.0,,2014.0,5984.0,725.0,1389.0
1045,2,1000.0,,2015.0,805.0,2440.0,484.0
1046,1,8093.0,,2014.0,7954.0,2614.0,0.0
1048,1,573.0,,2014.0,1518.0,115.0,0.0
1049,1,811.0,,2014.0,93.0,94.0,0.0
1051,2,600.0,,2015.0,421.0,59.0,0.0
1053,2,49105.0,,2014.0,13763.0,23083.0,224566.0
1054,3,1520.0,143600.0,2014.0,3695.0,1812.0,28504.0
1062,1,159616.0,,2014.0,21794.0,21933.0,17514.0
1070,3,70.0,63700.0,2013.0,8546.0,23.0,5317.0
1078,1,595.0,,2014.0,1561.0,181.0,6719.0
1081,1,900.0,,2014.0,65.0,22.0,0.0
1088,1,1500.0,,2015.0,196.0,47.0,0.0
1094,1,739.0,,2014.0,10405.0,121.0,0.0
1095,1,710.0,,2015.0,1948.0,128.0,6913.0
1101,2,450.0,,2014.0,381.0,35.0,0.0
1102,1,1241.0,,2014.0,12390.0,166.0,0.0
1107,3,739.0,222500.0,2016.0,11597.0,2373.0,0.0
1114,3,2450.0,758723.0,2012.0,16416.0,1668.0,0.0
1115,5,2051.0,,2015.0,3794.0,963.0,664.0
1120,1,1414.0,,2014.0,469478.0,136034.0,155322.0
1124,2,422.0,,2015.0,16.0,2120.0,0.0
1127,3,1031.0,148208.0,2013.0,6242.0,2457.0,1803.0
1128,1,1300.0,,2014.0,297.0,10.0,0.0
1135,2,722.0,,2015.0,6700.0,991.0,0.0
1139,1,2605.0,,2014.0,8439.0,10250.0,0.0
1140,1,3040.0,,2014.0,35230.0,971.0,0.0
1142,1,1790.0,,2015.0,4902.0,6542.0,0.0
1146,1,598.0,,2014.0,7050.0,230.0,0.0
1152,2,1048.0,,2015.0,240.0,195.0,118.0
1156,1,519.0,,2015.0,308.0,26.0,0.0
1166,1,3350.0,,2015.0,6965.0,406.0,0.0
1168,1,570.0,,2014.0,959.0,172.0,13693.0
1169,1,600.0,,2014.0,34752.0,73470.0,0.0
1171,1,604.0,,2014.0,154.0,222.0,0.0
1178,1,1765.0,,2015.0,2702.0,355.0,7604.0
1189,2,1809.0,,2015.0,2711.0,581.0,692.0
1192,1,870.0,,2014.0,1912816.0,13119.0,0.0
1195,2,690.0,,2014.0,51165.0,15332.0,16552.0
1203,2,841.0,,2011.0,2229.0,412.0,0.0
1204,1,23404.0,,2014.0,38322.0,8736.0,0.0
1206,1,1024.0,,2014.0,1064.0,7.0,0.0
1220,1,3750.0,,2011.0,19413.0,1061.0,0.0
1221,2,411.0,,2014.0,1655.0,195.0,510.0
1222,3,18.0,53199.0,2014.0,20.0,22.0,8225.0
1223,1,740.0,,2016.0,29546.0,1288.0,0.0
1225,1,156.0,,2016.0,62.0,34.0,44070.0
1226,1,2101.0,,2015.0,4926.0,80.0,0.0
1229,1,1800.0,,2014.0,5438.0,659.0,0.0
1233,1,1064.0,,2014.0,4200.0,2178.0,0.0
1236,1,1052.0,,2014.0,119.0,56.0,6073.0
1240,2,2500.0,,2015.0,4799.0,368.0,0.0
1243,5,1000.0,,2015.0,1955.0,239.0,0.0
1244,2,506.0,,2015.0,1450.0,12.0,1825.0
1246,1,543.0,,2015.0,613.0,201.0,157.0
1248,1,800.0,,2015.0,3106.0,968.0,0.0
1254,1,2533.0,,2014.0,4715.0,2433.0,35269.0
1255,1,680.0,,2014.0,1472.0,797.0,1427.0
1256,1,1060.0,,2015.0,814.0,1854.0,335.0
1258,3,52000.0,2265886.0,2014.0,59497.0,59248.0,187359.0
1261,1,1101.0,,2014.0,23067.0,426.0,0.0
1266,1,542.0,,2015.0,947.0,636.0,0.0
1267,1,596.0,,2015.0,3394.0,721.0,0.0
1268,3,11576.0,855400.0,2014.0,28134.0,7786.0,171370.0
1273,1,1281.0,,2014.0,9872.0,57.0,0.0
1274,1,564.0,,2014.0,11447.0,119.0,0.0
1275,1,539.0,,2014.0,5133.0,36.0,0.0
1283,2,2684.0,,2015.0,3380.0,408.0,0.0
1286,1,74805.0,,2015.0,792120.0,119987.0,0.0
1289,3,3245.0,179000.0,2014.0,17046.0,3781.0,62330.0
1291,1,995.0,,2015.0,412060.0,5065.0,94805.0
1292,2,320.0,,2014.0,298.0,390.0,0.0
1297,2,300.0,,2015.0,634.0,81.0,0.0
1298,2,13751.0,,2015.0,3276.0,9626.0,149528.0
1307,1,500.0,,2014.0,275.0,55.0,52.0
1311,2,2800.0,,2014.0,2617.0,581.0,0.0
1318,1,648.0,,2015.0,11023.0,2553.0,0.0
1321,3,4244.0,1273233.0,2015.0,14764.0,3129.0,60635.0
1328,1,555.0,,2015.0,4208.0,930.0,0.0
1334,1,676.0,,2015.0,1140.0,314.0,0.0
1335,1,1542.0,,2014.0,5662.0,525.0,0.0
1336,1,1056.0,,2014.0,19139.0,118.0,0.0
1339,2,1250.0,,2015.0,1504.0,127.0,6775.0
1342,3,148.0,77852.0,2014.0,2016.0,49.0,0.0
1343,2,2500.0,,2015.0,1688.0,50.0,0.0
1345,1,609.0,,2015.0,1960.0,1140.0,0.0
1350,1,638.0,,2014.0,183.0,66.0,3189.0
1351,1,943.0,,2014.0,6363.0,312.0,57825.0
1353,5,1700.0,,2014.0,3088.0,179.0,0.0
1354,1,1204.0,,2014.0,1780.0,584.0,0.0
1357,2,1689.0,,2015.0,4202.0,482.0,1030.0
1363,1,721.0,,2015.0,10358.0,830.0,0.0
1366,1,5300.0,,2015.0,2870.0,1850.0,830.0
1368,1,1110.0,,2014.0,1394.0,5013.0,0.0
1374,1,507.0,,2015.0,598.0,636.0,0.0
1375,1,18784.0,,2015.0,457333.0,8841.0,381482.0
1377,3,1381.0,298248.0,2014.0,16286.0,599.0,3929.0
1389,1,7536.0,,2014.0,2707.0,1985.0,7492.0
1395,1,2451.0,,2014.0,1037.0,1985.0,0.0
1396,1,1491.0,,2014.0,769.0,418.0,0.0
1399,1,1244.0,,2015.0,26538.0,3233.0,0.0
1400,1,720.0,,2014.0,994.0,335.0,0.0
1401,5,860.0,,2014.0,1212.0,233.0,0.0
1403,1,1494.0,,2015.0,55906.0,8998.0,0.0
1406,1,1800.0,,2014.0,2665.0,150.0,11518.0
1408,1,515.0,,2015.0,2297.0,648.0,0.0
1410,5,871.0,,2011.0,1260.0,117.0,6194.0
1411,1,1018.0,,2015.0,7552.0,2860.0,0.0
1412,1,52500.0,,2014.0,280854.0,56783.0,926.0
1416,1,519.0,,2014.0,3345.0,92.0,0.0
1417,2,1161.0,,2014.0,4606.0,593.0,0.0
1419,1,819.0,,2014.0,18725.0,2040.0,0.0
1421,1,551.0,,2015.0,28555.0,31.0,0.0
1425,1,707.0,,2014.0,4165.0,274.0,0.0
1429,2,404.0,,2014.0,208.0,14.0,0.0
1432,1,1941.0,,2015.0,879.0,7717.0,0.0
1435,1,1100.0,,2015.0,51965.0,6842.0,0.0
1436,2,1559.0,,2015.0,2256.0,278.0,0.0
1438,2,300.0,,2015.0,2267.0,342.0,0.0
1442,1,2416.0,,2015.0,5648.0,5124.0,0.0
1445,1,1350.0,,2015.0,1450.0,417.0,7576.0
1446,3,2300.0,118634.0,2015.0,4309.0,3073.0,0.0
1447,1,2318.0,,2015.0,5897.0,2025.0,1346.0
1449,2,557.0,,2015.0,1069.0,61.0,0.0
1451,4,589.0,,2015.0,261.0,108.0,5934.0
1453,1,2052.0,,2015.0,1116.0,918.0,11318.0
1459,1,1400.0,,2015.0,115335.0,15715.0,0.0
1461,1,3403.0,,2015.0,87791.0,12761.0,0.0
1462,2,360.0,,2013.0,458.0,19.0,0.0
1466,1,760.0,,2019.0,135369.0,6894.0,0.0
1473,1,643.0,,2017.0,17698.0,2212.0,0.0
1475,2,342.0,,2015.0,589.0,21.0,0.0
1483,2,2178.0,,2017.0,4186.0,503.0,0.0
1492,5,2439.0,,2014.0,1355.0,385.0,0.0
1494,1,650.0,,2015.0,1945.0,604.0,0.0
1496,1,38801.0,,2015.0,1664.0,522.0,20815.0
1497,1,1502.0,,2015.0,416.0,417.0,13734.0
1500,1,524.0,,2015.0,34748.0,24327.0,10243.0
1501,1,4000.0,,2014.0,4625.0,912.0,0.0
1502,5,3058.0,,2014.0,3327.0,1109.0,22960.0
1503,1,1600.0,,2015.0,52220.0,11255.0,0.0
1512,1,1375.0,,2016.0,2842.0,62.0,103970.0
1515,1,2437.0,,2015.0,42610.0,6190.0,0.0
1523,3,1800.0,113000.0,2014.0,8015.0,2478.0,0.0
1525,1,1360.0,,2015.0,1080.0,162.0,198.0
1527,3,1400.0,267759.0,2014.0,13793.0,1331.0,0.0
1529,1,3776.0,,2015.0,42002.0,3720.0,0.0
1538,5,795.0,,2015.0,246.0,94.0,0.0
1544,1,1230.0,,2015.0,556.0,72.0,7.0
1554,2,220.0,,2015.0,96.0,26.0,0.0
1559,3,625.0,118277.0,2015.0,2412.0,480.0,20875.0
1560,1,800.0,,2015.0,2040.0,5.0,529.0
1570,1,612.0,,2015.0,10532.0,21321.0,0.0
1572,1,750.0,,2016.0,9306.0,2026.0,0.0
1574,2,1354.0,,2014.0,2328.0,373.0,6864.0
1578,1,839.0,,2015.0,1161.0,162.0,0.0
1579,1,3675.0,,2016.0,104387.0,1462.0,0.0
1585,3,2800.0,770000.0,2015.0,11374.0,1101.0,78246.0
1587,1,942.0,,2016.0,1424.0,58.0,2786.0
1589,1,12859.0,,2015.0,10298.0,7875.0,23779.0
1592,2,1641.0,,2015.0,780.0,1422.0,0.0
1593,3,5186.0,1029000.0,2014.0,18250.0,1328.0,4423.0
1595,3,564.0,55000.0,2015.0,1209.0,447.0,0.0
1597,3,300.0,95000.0,2013.0,2600.0,824.0,22920.0
1598,1,600.0,,2015.0,90.0,26.0,26.0
1600,1,1294.0,,2016.0,685.0,15.0,3852.0
1610,2,750.0,,2015.0,2381.0,610.0,4066.0
1611,2,316.0,,2015.0,181.0,31.0,0.0
1613,2,800.0,,2015.0,1465.0,61.0,0.0
1617,2,409.0,,2014.0,623.0,570.0,0.0
1618,4,261.0,,2013.0,1245.0,2511.0,284.0
1620,1,1156.0,,2015.0,1999.0,3820.0,0.0
1621,1,2099.0,,2015.0,2223.0,159.0,0.0
1624,4,2144.0,,2015.0,835832.0,8.0,178692.0
1625,1,504.0,,2016.0,6288.0,1522.0,0.0
1626,2,4466.0,,2015.0,13385.0,800.0,0.0
1629,2,280.0,,2015.0,22695.0,3238.0,0.0
1631,3,64.0,60476.0,2015.0,860.0,391.0,2800.0
1632,1,1100.0,,2015.0,272.0,1136.0,7454.0
1642,1,1450.0,,2016.0,14091.0,2629.0,0.0
1644,1,9217.0,,2015.0,4659.0,1345.0,2484.0
1645,1,674.0,,2015.0,7327.0,708.0,0.0
1657,1,1108.0,,2015.0,81.0,442.0,94.0
1660,1,34000.0,,2015.0,36786.0,10334.0,0.0
1661,2,430.0,,2015.0,362.0,36.0,82.0
1662,2,22500.0,,2015.0,30969.0,3777.0,7872.0
1663,2,1990.0,,2015.0,2176.0,726.0,19283.0
1664,2,862.0,,2015.0,1914.0,325.0,0.0
1666,1,1200.0,,2014.0,2792.0,813.0,0.0
1670,2,733.0,,2015.0,88145.0,2351.0,29997.0
1674,1,800.0,,2015.0,8403.0,13974.0,56484.0
1675,1,1200.0,,2015.0,20121.0,3708.0,2816.0
1677,1,1958.0,,2014.0,1703.0,391.0,0.0
1678,2,981.0,,2015.0,1545.0,359.0,503.0
1679,2,1626.0,,2015.0,2632.0,276.0,515.0
1680,3,1813.0,44300.0,2015.0,6486.0,630.0,4531.0
1681,1,3252.0,,2015.0,1410.0,927.0,0.0
1682,2,11189.0,,2015.0,16444.0,2817.0,3090.0
1684,3,2098.0,375226.0,2015.0,8596.0,929.0,1857.0
1689,1,516.0,,2015.0,490.0,525.0,507.0
1690,2,1167.0,,2013.0,1859.0,514.0,1217.0
1699,2,455.0,,2015.0,691.0,200.0,118.0
1700,1,1472.0,,2015.0,5836.0,130.0,1399.0
1701,1,2560.0,,2014.0,1872.0,728.0,0.0
1702,2,418.0,,2015.0,1148.0,47.0,227.0
1705,1,2346.0,,2015.0,899242.0,155654.0,259020.0
1708,1,2100.0,,2015.0,1590.0,532.0,15755.0
1709,3,1230.0,69488.0,2015.0,19463.0,2383.0,0.0
1710,3,109.0,113883.0,2015.0,7534.0,953.0,0.0
1711,1,914.0,,2015.0,3813.0,49.0,940.0
1712,5,3000.0,,2015.0,6384.0,895.0,0.0
1715,1,837.0,,2015.0,129703.0,5178.0,0.0
1716,1,6200.0,,2014.0,25687.0,2543.0,0.0
1720,2,274.0,,2015.0,124.0,109.0,0.0
1721,5,1487.0,,2015.0,3617.0,458.0,0.0
1723,1,5316.0,,2015.0,1826.0,549.0,29449.0
1728,2,6131.0,,2014.0,4192.0,6213.0,0.0
1729,1,1199.0,,2015.0,1139.0,576.0,0.0
1733,3,6500.0,1500000.0,2014.0,37583.0,2131.0,109992.0
1739,1,541.0,,2015.0,2439.0,33.0,584.0
1742,1,511.0,,2011.0,3828.0,807.0,0.0
1749,5,1000.0,,2015.0,4426.0,1838.0,0.0
1751,2,413.0,,2015.0,954.0,107.0,0.0
1758,1,550.0,,2015.0,966.0,312.0,0.0
1759,2,10679.0,,2015.0,6878.0,15685.0,898.0
1760,1,500.0,,2016.0,2528.0,362.0,0.0
1764,1,6553.0,,2015.0,53656.0,27902.0,0.0
1765,1,487.0,,2016.0,1560.0,168.0,0.0
1767,1,3247.0,,2015.0,9048.0,1790.0,0.0
1769,3,924.0,56000.0,2015.0,3170.0,1388.0,766.0
1770,2,2442.0,,2013.0,6527.0,787.0,0.0
1773,3,324.0,80000.0,2015.0,3508.0,695.0,1025.0
1774,5,973.0,,2015.0,1585.0,215.0,0.0
1779,1,662.0,,2015.0,447685.0,16.0,76178.0
1780,1,820.0,,2015.0,106259.0,6714.0,0.0
1781,3,1800.0,92000.0,2015.0,4843.0,1956.0,0.0
1783,3,8300.0,2600000.0,2014.0,43024.0,4594.0,103343.0
1788,1,289.0,,2014.0,2150.0,105.0,0.0
1789,1,559.0,,2014.0,1729.0,23.0,0.0
1797,1,640.0,,2015.0,1405654.0,20679.0,0.0
1800,1,950.0,,2015.0,89289.0,4255.0,849.0
1802,1,817.0,,2015.0,519.0,18.0,388.0
1803,1,700.0,,2014.0,470.0,395.0,7233.0
1807,3,2178.0,381927.0,2015.0,4393.0,276.0,25727.0
1812,2,415.0,,2015.0,42031.0,37278.0,0.0
1814,1,2700.0,,2016.0,4376.0,2405.0,495.0
1815,2,1090.0,,2015.0,1885.0,92.0,373.0
1817,2,1730.0,,2015.0,2575.0,896.0,0.0
1819,1,1300.0,,2015.0,7753.0,2141.0,0.0
1823,2,442.0,,2015.0,277.0,53.0,0.0
1825,2,350.0,,2015.0,61.0,84.0,14.0
1829,1,570.0,,2014.0,1289.0,631.0,0.0
1839,2,1136.0,,2015.0,2289.0,152.0,0.0
1840,1,715.0,,2015.0,88.0,365.0,0.0
1842,1,519.0,,2015.0,2000.0,423.0,0.0
1843,1,682.0,,2015.0,1914.0,438.0,13595.0
1849,1,746.0,,2014.0,287.0,78.0,0.0
1852,3,2562.0,542000.0,2011.0,11617.0,888.0,43969.0
1857,3,2200.0,147192.0,2014.0,5227.0,2253.0,13760.0
1860,1,1670.0,,2015.0,2336.0,146.0,4541.0
1869,1,808.0,,2014.0,580.0,2.0,0.0
1871,2,3300.0,,2015.0,4997.0,1587.0,879.0
1876,1,866.0,,2014.0,293.0,227.0,4830.0
1883,2,374.0,,2015.0,1245.0,69.0,0.0
1884,2,1829.0,,2014.0,939.0,1657.0,0.0
1888,1,708.0,,2015.0,4692.0,932.0,0.0
1891,1,550.0,,2015.0,6715.0,1649.0,0.0
1893,1,4342.0,,2016.0,757.0,24.0,0.0
1902,1,1597.0,,2013.0,22966.0,4887.0,0.0
1909,2,1244.0,,2014.0,1617.0,251.0,0.0
1911,2,430.0,,2015.0,736.0,36.0,0.0
1917,2,684.0,,2015.0,2174.0,0.0,0.0
1921,1,1367.0,,2015.0,6186.0,880.0,0.0
1924,2,320.0,,2015.0,49.0,490.0,0.0
1928,1,1409.0,,2013.0,1554.0,542.0,12879.0
1929,1,1522.0,,2016.0,0.0,246.0,0.0
1930,2,999.0,,2015.0,1968.0,2478.0,11280.0
1933,1,858.0,,2015.0,606.0,686.0,376.0
1934,2,750.0,,2015.0,68600.0,3693.0,24655.0
1935,1,543.0,,2016.0,5980.0,306.0,0.0
1936,1,709.0,,2014.0,869717.0,0.0,2815846.0
1947,4,10615.0,,2014.0,13837.0,16191.0,60532.0
1953,1,1579.0,,2015.0,444.0,395.0,11843.0
1959,1,20651.0,,2016.0,9082.0,0.0,5585.0
1961,1,680.0,,2015.0,391.0,242.0,0.0
1968,2,600.0,,2015.0,426.0,61.0,0.0
1979,1,492.0,,2015.0,1538.0,633.0,0.0
1982,1,1200.0,,2013.0,2197.0,1251.0,11323.0
1987,1,550.0,,2013.0,2285.0,426.0,0.0
1990,1,450.0,,2015.0,1538.0,633.0,0.0
1992,5,1033.0,,2015.0,10801.0,259.0,0.0
1998,3,6777.0,1298562.0,2013.0,36634.0,993.0,54782.0
2002,1,528.0,,2014.0,347.0,7.0,0.0
2006,1,1176.0,,2016.0,540.0,13.0,4153.0
2007,2,650.0,,2015.0,1249.0,177.0,306.0
2010,1,9435.0,,2014.0,32413.0,16281.0,0.0
2011,1,18342.0,,2016.0,6778.0,159.0,47416.0
2013,1,2508.0,,2016.0,502.0,16.0,4448.0
2017,1,852.0,,2014.0,117.0,282.0,4688.0
2018,1,1350.0,,2015.0,17150.0,993.0,4261.0
2019,1,535.0,,2016.0,213.0,16.0,3936.0
2022,1,491.0,,2014.0,7683.0,253.0,0.0
2023,1,611.0,,2014.0,4650.0,75.0,0.0
2024,1,472.0,,2017.0,21396.0,842.0,51464.0
2027,1,750.0,,2017.0,1646.0,630.0,0.0
2031,3,2500.0,160000.0,2013.0,3390.0,670.0,9709.0
2032,3,2500.0,85000.0,2012.0,6336.0,1264.0,16120.0
2036,1,509.0,,2015.0,1113.0,152.0,0.0
2040,1,1143.0,,2015.0,2748.0,416.0,3801.0
2043,1,764.0,,2014.0,313.0,643.0,0.0
2049,1,1304.0,,2014.0,89.0,260.0,0.0
2054,1,504.0,,2015.0,391.0,47.0,0.0
2056,2,2743.0,,2015.0,6687.0,534.0,13500.0
2057,1,1555.0,,2014.0,230.0,9.0,0.0
2059,1,1200.0,,2015.0,469.0,579.0,143.0
2061,2,800.0,,2014.0,1260.0,124.0,0.0
2064,1,3667.0,,2016.0,751.0,16.0,5646.0
2066,1,4700.0,,2014.0,14722.0,4506.0,79373.0
2072,1,1575.0,,2014.0,2391.0,361.0,3615.0
2077,3,694.0,59000.0,2015.0,1661.0,0.0,6065.0
2080,2,6515.0,,2015.0,13547.0,2293.0,23390.0
2081,1,5500.0,,2012.0,16874.0,1387.0,51405.0
2083,2,319.0,,2016.0,364.0,31.0,0.0
2088,1,572.0,,2016.0,12519.0,4793.0,0.0
2089,1,700.0,,2014.0,3781.0,2197.0,1509.0
2090,1,500.0,,2016.0,391.0,263.0,15050.0
2092,1,1027.0,,2014.0,18869.0,257.0,0.0
2093,2,970.0,,2015.0,1886.0,69.0,338.0
2095,1,1260.0,,2016.0,158.0,1842.0,202.0
2096,2,591.0,,2015.0,323.0,68.0,870.0
2099,2,1200.0,,2016.0,3556.0,296.0,14223.0
2100,3,2350.0,76770.0,2015.0,3444.0,1718.0,0.0
2101,1,450.0,,2012.0,1158.0,150.0,0.0
2103,3,1608.0,498448.0,2015.0,83213.0,9641.0,99416.0
2106,2,187.0,,2015.0,187.0,21.0,1220.0
2107,1,5700.0,,2015.0,13480.0,7420.0,0.0
2109,1,900.0,,2014.0,343.0,15.0,0.0
2112,1,1127.0,,2016.0,4228.0,547.0,0.0
2114,2,566.0,,2015.0,2182.0,291.0,420.0
2119,2,241.0,,2015.0,510.0,41.0,115.0
2123,1,1980.0,,2016.0,2219.0,1676.0,0.0
2128,2,36.0,,2015.0,400.0,4.0,79.0
2129,2,1755.0,,2015.0,1370.0,174.0,279.0
2130,2,43.0,,2015.0,31.0,20.0,8.0
2132,1,534.0,,2015.0,42345.0,871.0,0.0
2137,1,652.0,,2014.0,554.0,132.0,0.0
2139,1,562.0,,2016.0,4805.0,35.0,1262.0
2143,1,724.0,,2015.0,5275.0,634.0,0.0
2144,1,6500.0,,2013.0,2669.0,1561.0,27000.0
2147,3,2514.0,364877.0,2015.0,9557.0,821.0,2776.0
2149,2,2850.0,,2015.0,4524.0,1231.0,17135.0
2150,2,1414.0,,2016.0,558.0,268.0,353.0
2151,1,525.0,,2013.0,830.0,415.0,0.0
2152,2,600.0,,2016.0,2071.0,208.0,0.0
2155,2,650.0,,2015.0,1058.0,112.0,240.0
2159,5,582.0,,2015.0,1818.0,252.0,0.0
2160,1,1069.0,,2014.0,9152.0,117.0,0.0
2163,5,928.0,,2015.0,2236.0,231.0,0.0
2166,1,2178.0,,2015.0,2776.0,3880.0,18110.0
2168,1,15.0,,2015.0,0.0,1672.0,30071.0
2169,2,830.0,,2014.0,1032.0,79.0,0.0
2170,1,1837.0,,2014.0,558.0,712.0,11116.0
2171,1,3073.0,,2014.0,17058.0,1433.0,0.0
2174,2,384.0,,2016.0,6224.0,5267.0,1716.0
